,id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,sub_area,area_m,raion_popul,healthcare_centers_raion,university_top_20_raion,shopping_centers_raion,oil_chemistry_raion,nuclear_reactor_raion,full_all,young_all,work_all,ekder_all,kremlin_km,big_road1_km,railroad_km,zd_vokzaly_avto_km,metro_km_avto,metro_km_walk,radiation_km,price_doc
11361,11364,2013-10-19,32,20.0,5.0,5.0,1.0,1964.0,1.0,5.0,2.0,Zjuzino,5391434.257,123000,0,2,2,no,no,76670,14317,78835,29848,10.853899,1.5688904590000001,1.7229268480000002,11.247852900000002,0.397502588,0.397502588,0.48225383,1000000
20652,20655,2014-07-07,38,38.0,3.0,17.0,1.0,2014.0,1.0,1.0,1.0,Poselenie Vnukovskoe,25536296.81,4001,0,0,1,no,no,17790,574,2566,861,22.2224338,2.959485178,1.686871253,26.054343499999998,2.0771153140000003,2.0771153140000003,9.417805549,4674122
13978,13981,2014-01-22,34,19.0,5.0,12.0,5.0,1967.0,1.0,9.0,3.0,Nagatinskij Zaton,9589336.912,115352,1,0,3,no,no,76284,15727,70194,29431,8.897026558,3.316178111,1.3477027380000002,10.53142566,1.936176897,1.923892674,2.540636302,7700000
15231,15234,2014-02-19,45,28.0,3.0,14.0,5.0,1972.0,2.0,5.0,3.0,Vostochnoe Degunino,3875439.354,94564,1,0,4,no,no,64931,13938,59008,21618,11.85139434,0.464973985,0.35182625700000003,8.37139648,0.8036405040000001,0.8036405040000001,0.922972183,6800000
30008,30011,2015-05-28,54,32.0,11.0,16.0,1.0,1981.0,2.0,9.0,2.0,Bibirevo,6407578.1,155572,1,0,16,no,no,86206,21154,98207,36211,15.01466702,1.157567697,0.41885961,14.52516971,2.804454399,1.469718681,2.2398573930000003,1000000
12231,12234,2013-11-18,79,44.0,14.0,14.0,1.0,2004.0,3.0,12.0,2.0,Juzhnoe Medvedkovo,3879802.193,81980,0,0,3,no,no,27992,10412,52793,18775,13.488417000000002,2.407326946,0.6900599709999999,11.10074017,2.414947561,2.3923775369999998,2.9977526969999997,15200000
11275,11278,2013-10-16,55,41.0,4.0,5.0,2.0,1962.0,3.0,5.0,2.0,Rostokino,3497818.591,37502,3,1,0,no,no,175518,5074,22837,9591,9.007925905,0.50634779,0.531434445,6.192435872000001,1.096019417,1.096019417,1.329138377,8050000
9620,9623,2013-08-05,65,35.0,7.0,12.0,1.0,1.0,2.0,1.0,1.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,no,87713,11996,51138,15676,15.86904434,0.57643715,0.064325275,14.77844235,2.159295482,2.162658516,0.71814572,5415070
25283,25286,2014-11-25,45,30.0,5.0,5.0,5.0,1963.0,2.0,5.0,2.0,Akademicheskoe,5704502.19,106445,4,0,1,no,yes,1362363,12074,68518,25853,6.581383336,0.631579169,1.470630898,7.531156405,1.8503014480000002,1.770165346,0.19324967199999998,2000000
22279,22282,2014-09-06,42,28.0,4.0,5.0,5.0,1965.0,2.0,5.0,3.0,Beskudnikovskoe,3292112.223,73148,1,0,2,no,no,41504,9308,44449,19391,13.70316245,0.104869355,1.411138875,10.03233704,0.891765681,0.891765681,2.827908242,6400000
17899,17902,2014-04-25,78,45.0,5.0,10.0,1.0,1995.0,3.0,10.0,2.0,Mar'ino,11754772.16,247469,5,0,15,no,no,165727,40692,161290,45487,13.16181998,4.433464586,1.757140063,14.48350807,0.711866117,0.711866117,1.3683268569999998,12000000
13370,13373,2013-12-24,31,15.0,1.0,9.0,2.0,1962.0,1.0,9.0,3.0,Nizhegorodskoe,7506452.02,43795,0,0,6,no,no,19940,5291,29660,8844,6.471134863,0.699082375,0.393893815,6.431127105,1.6245118459999999,0.613177836,1.012920497,5200000
29450,29453,2015-04-28,48,16.0,4.0,17.0,6.0,2015.0,1.0,13.0,1.0,Poselenie Moskovskij,40366999.51,21819,0,0,2,no,no,7341,3128,13996,4695,15.75024402,0.718059625,1.720822365,21.64127957,1.780698378,1.780698378,2.925450824,6494997
17271,17274,2014-04-11,74,46.0,13.0,17.0,1.0,1986.0,3.0,10.0,2.0,Gol'janovo,14286990.83,157010,3,0,5,no,no,12327,16831,98260,41919,14.87164597,0.477087096,2.948348471,12.97169194,3.075360555,2.425531451,2.820443267,2000000
23810,23813,2014-10-22,92,58.0,4.0,14.0,1.0,1993.0,4.0,8.0,3.0,Krjukovo,10842309.74,85219,2,0,4,no,no,221709,12194,58114,14911,38.71458246,4.191928526,0.328062053,39.42593031,22.16116706,22.11427455,23.29071373,9700000
21178,21181,2014-07-30,32,17.0,8.0,9.0,1.0,1969.0,1.0,7.0,3.0,Kon'kovo,7811375.433999999,153248,3,0,11,no,no,123000,16468,100062,36718,12.39164388,2.667802112,5.342880484,13.48680285,1.044522618,1.037357215,1.49702833,6450000
10536,10539,2013-09-16,81,44.0,13.0,16.0,1.0,2002.0,3.0,10.0,3.0,Juzhnoe Butovo,26155137.04,178264,1,0,4,no,no,102618,30808,121369,26087,22.23296357,1.721697389,0.095903229,23.1626258,0.45194299299999996,0.45194299299999996,4.6010148939999995,10350000
26211,26214,2014-12-10,33,17.0,5.0,5.0,2.0,2005.0,1.0,6.0,3.0,Poselenie Marushkinskoe,50327530.18,5740,0,0,0,no,no,4949,774,3716,1250,35.92388076,2.3624435580000003,1.4313606369999998,42.53569375,26.12200844,21.56670144,23.61806618,3600000
19377,19380,2014-06-05,76,47.0,12.0,17.0,1.0,1.0,3.0,10.0,3.0,Juzhnoe Butovo,26155137.04,178264,1,0,4,no,no,102618,30808,121369,26087,22.64564905,3.17721015,0.6305960829999999,25.21557399,1.934575058,1.9181906930000001,4.563174473,12200000
22683,22686,2014-09-19,47,31.0,6.0,12.0,1.0,1969.0,2.0,8.0,3.0,Vostochnoe Izmajlovo,3799999.352,76308,4,0,1,no,no,118945,10530,48790,16988,13.62896521,1.114850875,1.9802844030000002,12.33772245,2.010746134,1.926161103,1.236898882,7450000
16863,16866,2014-04-02,65,37.0,3.0,22.0,4.0,2008.0,2.0,11.0,2.0,Chertanovo Central'noe,6879019.637999999,112221,0,0,6,no,no,111874,16719,68254,27248,14.92453316,0.588989282,2.030891935,15.31422266,0.412380698,0.412380698,3.215435995,12600000
29700,29703,2015-05-14,82,50.0,4.0,16.0,1.0,1977.0,4.0,11.0,2.0,Bogorodskoe,8659075.461000001,104410,1,0,2,no,no,1452550,13897,59366,31147,9.175240277,4.655262515,1.040993071,6.689113982,0.7523310670000001,0.7523310670000001,0.300922694,16500000
19883,19886,2014-06-20,55,28.0,15.0,17.0,1.0,2012.0,2.0,9.0,2.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,19.20075984,2.524504694,2.056145972,26.10392811,1.509803553,1.060096822,2.8254840010000004,1000000
14423,14426,2014-01-31,53,30.0,6.0,14.0,1.0,1988.0,2.0,8.0,2.0,Koptevo,4787424.272,96959,4,0,0,no,no,78810,13901,59120,23938,10.357535,2.438125457,0.83357986,7.50071515,1.338707436,1.228524117,2.679181439,9000000
22094,22097,2014-09-02,41,18.0,4.0,10.0,1.0,2002.0,1.0,8.0,2.0,Matushkino,4708040.47,38075,0,0,0,no,no,85219,5572,22413,10090,37.5213151,1.782926723,1.640802317,38.84716122,23.90063184,23.75401259,21.77311977,5600000
26713,26716,2014-12-18,51,30.0,14.0,17.0,1.0,1984.0,17.0,8.0,3.0,Obruchevskoe,6050064.566000001,78616,2,1,4,no,no,83844,9414,51445,17757,10.65139076,1.112473841,5.13593501,11.91030524,1.562702955,1.7954012369999999,1.4591331669999998,13150000
27380,27383,2015-01-20,48,43.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Krjukovo,10842309.74,85219,2,0,4,no,no,221709,12194,58114,14911,35.84935759,5.000642937,0.70743814,36.96419549,19.69943224,18.27020747,20.54032733,5023200
21787,21790,2014-08-22,35,20.0,4.0,12.0,1.0,1967.0,1.0,9.0,2.0,Zjuzino,5391434.257,123000,0,2,2,no,no,76670,14317,78835,29848,10.3656694,1.898871278,2.062941156,11.67541344,0.825063124,0.8105928059999999,0.999560242,2000000
10855,10858,2013-09-30,53,32.0,4.0,17.0,1.0,1992.0,2.0,9.0,3.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,20.06223713,2.682260645,3.0477666489999997,17.81865814,0.235875744,0.235875744,6.728695548999999,8300000
9674,9677,2013-08-07,37,20.0,12.0,12.0,2.0,2013.0,1.0,10.0,1.0,Strogino,16751119.46,155427,1,0,10,no,no,156377,20003,97920,37504,14.98999756,0.444956614,2.985378983,18.99096241,1.567128439,1.567128439,3.983927439,6768600
14868,14871,2014-02-11,38,18.0,10.0,17.0,1.0,2010.0,1.0,7.0,2.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,19.42207781,3.058395071,2.591507613,25.54062268,0.691878223,0.691878223,3.08395206,1000000
19129,19132,2014-05-30,107,59.0,2.0,24.0,4.0,2001.0,3.0,14.0,4.0,Taganskoe,8087656.379,116742,3,1,19,no,no,123280,14715,71253,30774,3.0838712910000003,1.984340926,1.324070877,2.995793369,0.9852967779999999,0.571373795,0.553038338,33000000
20678,20681,2014-07-08,37,22.0,6.0,9.0,5.0,1962.0,2.0,7.0,2.0,Kuz'minki,7984443.568,142243,1,0,5,no,no,31167,16405,93811,32027,10.09430026,0.390173709,1.288338961,10.57636858,0.469103824,0.544523659,0.5864018089999999,6450000
23321,23324,2014-10-07,45,28.0,2.0,12.0,1.0,1978.0,2.0,6.0,2.0,Orehovo-Borisovo Juzhnoe,7128794.3379999995,145576,1,0,6,no,no,129207,13595,104635,27346,17.92433793,0.524893819,2.561487114,19.09339181,1.236668845,1.064762587,3.5634097739999997,7750000
24065,24068,2014-10-29,54,32.0,7.0,14.0,1.0,2009.0,2.0,9.0,3.0,Marfino,2104404.816,26943,1,0,0,no,no,80917,3363,15891,7689,8.134445377999999,1.541288464,0.462628937,5.873980355,1.7754775130000002,1.472757115,2.204315324,13150000
15161,15164,2014-02-18,25,15.0,4.0,5.0,2.0,1966.0,1.0,3.0,2.0,Caricyno,8287309.438999999,125354,3,0,2,no,no,145576,11908,84387,29059,13.61166186,1.928325569,0.834162031,13.93764166,1.729370801,1.603289973,0.998184183,4600000
22152,22155,2014-09-03,57,40.0,5.0,5.0,2.0,1963.0,3.0,5.0,2.0,Filevskij Park,9629358.472000001,89467,3,0,6,no,no,112804,8294,65115,16058,6.592102313,1.188501953,0.045471042999999996,6.68359905,0.761506922,0.761506922,0.447037939,5000000
19485,19488,2014-06-09,54,32.0,10.0,14.0,1.0,1994.0,2.0,8.0,2.0,Krjukovo,10842309.74,85219,2,0,4,no,no,221709,12194,58114,14911,38.05995671,4.2558670460000005,0.145925189,38.78111868,21.51635542,21.46946292,22.64103858,5800000
23303,23306,2014-10-06,32,20.0,3.0,5.0,1.0,1961.0,1.0,5.0,2.0,Begovoe,4048456.7819999997,41504,1,0,0,no,no,73007,4842,25933,10729,4.60725486,0.125377106,0.963859415,1.560262269,1.22652381,1.22652381,2.783701488,6000000
23970,23973,2014-10-27,52,32.0,2.0,9.0,1.0,1964.0,2.0,7.0,3.0,Nizhegorodskoe,7506452.02,43795,0,0,6,no,no,19940,5291,29660,8844,8.466311144,2.287124665,0.041674082,9.166652818,2.581432842,2.139889309,2.1122377390000002,7900000
28406,28409,2015-03-17,40,40.0,3.0,4.0,4.0,2015.0,1.0,10.0,1.0,Filevskij Park,9629358.472000001,89467,3,0,6,no,no,112804,8294,65115,16058,6.143340175,1.041519044,0.0022994820000000003,7.984046446,1.4941861730000001,1.025468784,0.8993662309999999,2970036
14730,14733,2014-02-07,41,20.0,4.0,12.0,1.0,1995.0,1.0,8.0,3.0,Mar'ino,11754772.16,247469,5,0,15,no,no,165727,40692,161290,45487,13.78469411,3.7096682530000002,2.530348698,15.34197021,1.625887006,1.490327335,1.60568445,6600000
11780,11783,2013-11-02,78,45.0,2.0,14.0,1.0,2002.0,3.0,10.0,3.0,Juzhnoe Butovo,26155137.04,178264,1,0,4,no,no,102618,30808,121369,26087,22.78081733,2.8917758730000003,0.346776495,24.8014963,1.1641558,1.16317773,4.7504518330000005,12080000
16263,16266,2014-03-20,51,30.0,6.0,17.0,1.0,1992.0,2.0,8.0,2.0,Vostochnoe Degunino,3875439.354,94564,1,0,4,no,no,64931,13938,59008,21618,14.289216,0.785483443,0.554662487,10.91202183,2.126451101,2.096592836,1.6900471590000001,8200000
20236,20239,2014-06-27,52,30.0,10.0,12.0,1.0,1979.0,2.0,8.0,2.0,Savelki,7759253.984,32071,3,0,2,no,no,37807,4100,19960,8011,35.35975973,1.495822865,2.4481111269999998,34.7021432,23.05015985,23.19185375,19.54741694,6500000
22763,22766,2014-09-22,54,32.0,16.0,16.0,1.0,1980.0,2.0,9.0,3.0,Jasenevo,24813850.39,174831,1,0,7,no,no,178264,23483,105171,46177,17.32954857,0.960689928,4.620908657,19.64095335,1.48147165,1.3977441169999998,0.831620985,10000000
29179,29182,2015-04-16,49,47.0,8.0,14.0,6.0,0.0,1.0,10.0,1.0,Jasenevo,24813850.39,174831,1,0,7,no,no,178264,23483,105171,46177,16.32496191,1.8965869180000001,5.102208058,18.09907699,0.587130794,0.566850626,1.894786008,9478993
19647,19650,2014-06-14,35,20.0,4.0,9.0,1.0,1971.0,1.0,6.0,2.0,Ljublino,17881913.61,165727,3,0,4,no,no,89971,23651,107626,34450,11.552176,2.897020935,1.596874491,12.71516264,0.524409087,0.524409087,1.051779098,5600000
20796,20799,2014-07-11,64,27.0,6.0,22.0,4.0,2010.0,1.0,17.0,3.0,Horoshevo-Mnevniki,18036436.51,166803,2,0,3,no,no,155427,24814,100601,41388,7.620554047000001,0.411046664,0.513587088,6.63304477,0.58817555,0.58817555,1.78192373,3010000
14602,14605,2014-02-05,29,17.0,4.0,9.0,2.0,1971.0,1.0,5.0,2.0,Babushkinskoe,4934147.223999999,86206,1,0,3,no,no,55125,9734,52560,23912,12.320525,1.413541549,0.929360613,8.891598961,0.84320148,0.84320148,1.7502316480000002,5600000
16839,16842,2014-04-01,36,19.0,1.0,16.0,1.0,1984.0,1.0,9.0,3.0,Kotlovka,3998216.265,64317,0,0,3,no,no,153248,8284,41476,14557,8.079792432,1.349716294,0.961717224,7.76882794,1.4569342980000002,0.886646967,2.008674943,6000000
26821,26824,2014-12-18,40,26.0,6.0,9.0,2.0,1966.0,2.0,5.0,2.0,Sokol,3496889.653,57107,0,0,3,no,no,57995,6807,36496,13804,9.031685057,0.596389295,0.256199443,8.191522793999999,1.6704552959999999,1.662795391,4.179380408,7400000
30277,30280,2015-06-16,72,46.0,2.0,8.0,2.0,1960.0,3.0,7.0,3.0,Ajeroport,4662813.069,73007,0,1,3,no,no,1100773,9151,44166,19690,8.029861047,0.346329924,0.8598855040000001,4.868790091,0.962032905,0.962032905,4.619335195,12000000
12624,12627,2013-11-29,38,20.0,5.0,12.0,1.0,1984.0,1.0,8.0,2.0,Nagatino-Sadovniki,7750777.821,76284,2,0,10,no,no,76156,10168,46080,20036,9.737553879,1.59707059,1.5788334130000001,9.698367088,2.2550659019999997,1.618269665,1.3301185640000002,2000000
16791,16794,2014-04-01,34,19.0,8.0,12.0,1.0,1968.0,1.0,9.0,3.0,Koptevo,4787424.272,96959,4,0,0,no,no,78810,13901,59120,23938,10.83854048,0.893666155,0.200538402,7.24372827,0.11767629800000001,0.11767629800000001,1.32051474,6800000
21481,21484,2014-08-13,31,18.0,2.0,5.0,2.0,1962.0,1.0,6.0,3.0,Fili Davydkovo,6982964.492000001,111374,2,0,5,no,no,89467,15500,65613,30261,8.639121892,1.074345857,0.111785999,7.063183154,0.587864712,0.587864712,0.8871005890000001,6350000
30345,30348,2015-06-20,38,20.0,2.0,14.0,1.0,1988.0,1.0,8.0,3.0,Novo-Peredelkino,8591335.051,111023,3,0,1,no,no,132349,12244,81271,17508,19.88200302,2.883900708,1.099442828,24.13276667,0.967754938,0.762115836,7.120890703,5900000
25365,25368,2014-11-26,77,43.0,12.0,14.0,1.0,2013.0,3.0,12.0,1.0,Mar'ina Roshha,4684027.803,65972,3,0,7,no,no,26943,7150,43472,15350,5.53751598,1.300713386,0.455805621,3.6903291460000003,1.36276086,1.1089083370000001,3.0621611630000003,1000000
11922,11925,2013-11-07,76,44.0,16.0,17.0,1.0,2004.0,3.0,12.0,3.0,Caricyno,8287309.438999999,125354,3,0,2,no,no,145576,11908,84387,29059,13.89391246,2.157734021,1.0385360479999999,14.15318367,2.356659911,2.356659911,0.9331824320000001,12300000
11271,11274,2013-10-16,62,33.0,3.0,0.0,1.0,3.0,2.0,0.0,3.0,Poselenie Krasnopahorskoe,86999406.49,4199,0,0,0,no,no,12061,622,2615,962,38.5727061,2.8705072589999996,14.04021804,43.18036127,25.70357472,25.70357472,21.1788152,3759912
27941,27944,2015-02-17,48,29.0,5.0,12.0,1.0,1973.0,2.0,6.0,3.0,Vyhino-Zhulebino,15094874.77,219609,3,0,8,no,no,1318695,22341,140182,57086,13.05979739,0.84935586,0.850871377,14.40416041,1.088594682,1.088594682,0.928004033,7650000
24392,24395,2014-11-07,31,18.0,2.0,5.0,2.0,1965.0,1.0,5.0,2.0,Metrogorodok,27456466.68,36154,0,0,0,no,no,103746,4741,22573,8840,12.10198155,3.033923715,0.8104074440000001,9.677070695,2.497981944,2.585865921,1.1929352,5050000
27778,27781,2015-02-07,62,37.0,12.0,12.0,1.0,1983.0,3.0,8.0,3.0,Otradnoe,10053051.74,175518,1,0,9,no,no,61396,21400,112133,41985,11.64632818,2.54189374,0.6766363209999999,10.38179453,0.501262246,0.501262246,1.667757565,11400000
24798,24801,2014-11-17,35,17.0,6.0,12.0,1.0,1976.0,1.0,6.0,2.0,Bibirevo,6407578.1,155572,1,0,16,no,no,86206,21154,98207,36211,15.81498334,0.44889080299999995,1.166774003,16.276320000000002,2.331911355,2.401611218,2.282109959,5800000
28280,28283,2015-03-10,51,51.0,3.0,17.0,1.0,2014.0,1.0,10.0,1.0,Poselenie Sosenskoe,66772450.69,9553,0,0,0,no,no,13890,1370,6127,2056,20.52526418,0.41775925799999997,5.429417733999999,21.30743619,5.141832786,5.141832786,4.1371528589999995,4674114
21351,21354,2014-08-07,45,30.0,5.0,5.0,5.0,1965.0,2.0,5.0,2.0,Caricyno,8287309.438999999,125354,3,0,2,no,no,145576,11908,84387,29059,13.70743557,3.18562272,0.660268531,14.24215487,2.033884005,1.677772104,0.33646120700000004,5850000
15220,15223,2014-02-19,41,24.0,4.0,9.0,2.0,4965.0,2.0,5.0,3.0,Sokolinaja Gora,7905261.321,85956,5,1,8,no,no,85083,9647,55337,20972,7.440979408,2.648083157,0.85433878,5.194127944,1.226667262,1.132307897,0.768759199,8400000
20181,20184,2014-06-26,35,18.0,5.0,8.0,2.0,1950.0,1.0,6.0,3.0,Basmannoe,8398460.622000001,108171,4,2,10,no,no,28179,13368,68043,26760,2.5453506630000002,1.878671803,0.254737078,1.028976251,0.309698314,0.309698314,1.6048964909999999,10800000
25343,25346,2014-11-26,59,42.0,8.0,9.0,1.0,1974.0,3.0,5.0,2.0,Bibirevo,6407578.1,155572,1,0,16,no,no,86206,21154,98207,36211,14.73958271,1.6674377459999998,0.8438714740000001,14.44163659,0.72659471,0.7016977320000001,1.5353586609999998,9700000
10842,10845,2013-09-30,57,32.0,1.0,9.0,6.0,2002.0,2.0,10.0,3.0,Juzhnoe Butovo,26155137.04,178264,1,0,4,no,no,102618,30808,121369,26087,22.85345731,1.566291087,0.433287469,24.01684956,0.6616884439999999,0.6616884439999999,4.987535846,6700000
17788,17791,2014-04-23,42,20.0,10.0,12.0,1.0,1981.0,1.0,8.0,2.0,Filevskij Park,9629358.472000001,89467,3,0,6,no,no,112804,8294,65115,16058,8.322360306,0.853157882,0.91339199,9.716197921000001,4.2464247639999995,4.086216084,1.315314723,1200000
12822,12825,2013-12-05,56,29.0,1.0,17.0,1.0,2003.0,2.0,11.0,2.0,Ljublino,17881913.61,165727,3,0,4,no,no,89971,23651,107626,34450,13.73002428,3.446511223,2.339689661,15.38854909,2.139995073,2.139995073,1.134535833,7200000
11191,11194,2013-10-12,65,35.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,Poselenie Krasnopahorskoe,86999406.49,4199,0,0,0,no,no,12061,622,2615,962,38.5727061,2.8705072589999996,14.04021804,43.18036127,25.70357472,25.70357472,21.1788152,3958479
16655,16658,2014-03-27,47,30.0,8.0,9.0,1.0,1969.0,2.0,6.0,3.0,Kapotnja,8097031.584,31167,0,0,0,yes,no,219609,3687,20975,6505,16.82094911,0.5306058229999999,0.98593262,22.0750562,8.455289469,6.76697055,3.677935803,5700000
26441,26444,2014-12-15,45,28.0,9.0,14.0,1.0,1971.0,2.0,5.0,2.0,Sviblovo,4441296.195,60315,1,0,5,no,no,37502,7706,40289,12320,12.01868984,2.490478308,1.849303212,9.877066794,1.4534461440000002,1.4534461440000002,3.064579544,7800000
14113,14116,2014-01-25,36,18.0,2.0,16.0,1.0,1979.0,1.0,9.0,2.0,Vojkovskoe,5333221.259,64931,2,0,5,no,no,73148,8240,38266,18425,11.26532486,0.772774568,0.405439063,10.67908893,2.646106837,2.583516026,3.4744915489999997,5950000
16271,16274,2014-03-20,37,19.0,14.0,16.0,1.0,1978.0,1.0,8.0,2.0,Mar'ina Roshha,4684027.803,65972,3,0,7,no,no,26943,7150,43472,15350,4.063931998,0.217898413,0.7684022709999999,1.304456291,1.292290773,1.249746442,2.608145055,8550000
18571,18574,2014-05-19,56,33.0,8.0,12.0,2.0,1956.0,2.0,6.0,2.0,Sokol'niki,10320473.23,57405,3,0,6,no,no,85956,5682,35003,16720,6.295371053999999,1.712398377,0.264512539,3.507777532,1.3981224730000001,1.581077839,1.575887746,10900000
28408,28411,2015-03-17,83,48.0,11.0,25.0,1.0,2011.0,3.0,10.0,3.0,Ochakovo-Matveevskoe,17526506.21,118843,0,0,6,no,no,111023,16098,78670,24075,11.15605074,3.334939093,0.39634961,12.28707319,2.690561573,3.109614599,1.658639867,3000000
21928,21931,2014-08-27,102,63.0,22.0,22.0,1.0,2003.0,4.0,10.0,3.0,Hovrino,5264733.751,80791,0,0,1,no,no,81887,11356,47628,21807,14.20554059,2.08176064,0.789507975,11.16966887,2.531039614,2.296223326,2.185177363,18500000
27015,27018,2014-12-21,45,27.0,5.0,9.0,1.0,1971.0,2.0,6.0,3.0,Veshnjaki,10518366.87,118945,2,0,4,no,no,104410,11729,74032,33184,13.56336531,0.43205447700000005,0.6631684,17.23286961,1.169763752,1.1217597,2.027690862,7650000
24780,24783,2014-11-15,47,30.0,3.0,9.0,1.0,1978.0,2.0,6.0,3.0,Gol'janovo,14286990.83,157010,3,0,5,no,no,12327,16831,98260,41919,14.50425714,1.073766968,2.182843444,12.44115383,2.5002662019999997,2.5002662019999997,2.310449911,2000000
22492,22495,2014-09-13,39,19.0,5.0,17.0,1.0,2003.0,1.0,11.0,2.0,Strogino,16751119.46,155427,1,0,10,no,no,156377,20003,97920,37504,14.72196922,0.7208999540000001,3.1775144639999997,18.95842364,1.534589664,1.534589664,3.751353223,8400000
18789,18792,2014-05-23,73,44.0,9.0,12.0,1.0,1995.0,3.0,1.0,1.0,Mar'ino,11754772.16,247469,5,0,15,no,no,165727,40692,161290,45487,13.1179843,4.493355483999999,1.696936252,14.41372762,0.814372634,0.814372634,1.3959933230000001,2000000
19857,19860,2014-06-19,90,61.0,1.0,16.0,1.0,2001.0,4.0,10.0,2.0,Juzhnoe Butovo,26155137.04,178264,1,0,4,no,no,102618,30808,121369,26087,22.81822625,2.62255724,0.157186341,24.931513199999998,0.825601275,0.7778976320000001,4.848458087,12800000
28491,28494,2015-03-20,44,44.0,10.0,10.0,4.0,2015.0,1.0,10.0,1.0,Poselenie Sosenskoe,66772450.69,9553,0,0,0,no,no,13890,1370,6127,2056,22.56765524,1.4440976630000002,3.852319982,24.61318839,5.801570545,5.801570545,5.368975411,5709590
12416,12419,2013-11-22,53,52.0,3.0,1.0,1.0,2014.0,2.0,1.0,2.0,Danilovskoe,12495435.25,91100,3,0,11,no,no,102590,12370,54478,24252,5.441989997,0.45639108799999994,0.753448661,5.51964815,2.236323858,1.290564445,1.554331074,3138458
26863,26866,2014-12-19,43,18.0,21.0,23.0,1.0,2007.0,1.0,10.0,3.0,Rjazanskij,6377883.078,101982,0,0,0,no,no,83369,12842,62215,26925,8.579655909,0.9648919090000001,0.29730065699999997,9.4762431,1.6212081040000001,1.6212081040000001,0.325250831,9000000
20754,20757,2014-07-10,51,46.0,6.0,9.0,1.0,2014.0,1.0,1.0,1.0,Poselenie Pervomajskoe,118663840.1,7538,0,0,0,no,no,5740,1016,4880,1642,37.39881404,1.650432537,4.379310277,46.66715434,22.47182844,27.32647121,23.63304429,3606128
24301,24304,2014-11-05,73,73.0,13.0,17.0,1.0,2015.0,2.0,0.0,1.0,Poselenie Sosenskoe,66772450.69,9553,0,0,0,no,no,13890,1370,6127,2056,21.26297895,0.881995185,4.741179006,22.20803699,6.0424335860000005,6.0424335860000005,4.445288041,7171180
16876,16879,2014-04-02,35,19.0,7.0,12.0,5.0,1970.0,1.0,9.0,2.0,Vyhino-Zhulebino,15094874.77,219609,3,0,8,no,no,1318695,22341,140182,57086,13.35537707,0.43995977399999997,0.49095597,13.50262688,1.29931591,1.29931591,1.266020527,5650000
25612,25615,2014-12-02,71,49.0,3.0,19.0,1.0,1970.0,3.0,6.0,2.0,Fili Davydkovo,6982964.492000001,111374,2,0,5,no,no,89467,15500,65613,30261,9.559310703,0.10639798800000001,0.372103378,7.863873862,4.16279044,3.3379233189999997,1.076936095,12500000
21853,21856,2014-08-25,37,19.0,13.0,17.0,1.0,2006.0,1.0,7.0,2.0,Juzhnoe Medvedkovo,3879802.193,81980,0,0,3,no,no,27992,10412,52793,18775,13.30057206,2.593005614,0.8270559270000001,10.8845469,2.198754292,2.176184268,3.1087506910000005,7100000
19356,19359,2014-06-05,48,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,Ochakovo-Matveevskoe,17526506.21,118843,0,0,6,no,no,111023,16098,78670,24075,14.37609092,0.013626168000000001,1.162163841,15.775623300000001,3.602827745,4.592812035,3.432594735,5178762
17029,17032,2014-04-05,37,19.0,1.0,16.0,1.0,1979.0,1.0,8.0,3.0,Strogino,16751119.46,155427,1,0,10,no,no,156377,20003,97920,37504,15.52089649,0.241919992,1.093413136,16.16733057,2.100460999,2.052061684,3.34980865,6620000
29906,29909,2015-05-25,38,22.0,5.0,9.0,5.0,1965.0,2.0,7.0,2.0,Nagatino-Sadovniki,7750777.821,76284,2,0,10,no,no,76156,10168,46080,20036,8.574126909,0.203219515,0.47157794399999997,7.717404641,1.864932874,1.81250016,1.26302184,6600000
15753,15756,2014-03-05,63,46.0,10.0,16.0,5.0,1978.0,3.0,7.0,2.0,Ochakovo-Matveevskoe,17526506.21,118843,0,0,6,no,no,111023,16098,78670,24075,12.746944599999999,1.793558432,0.8153151679999999,14.35903866,1.1941941999999999,1.1941941999999999,2.58229608,9550000
19726,19729,2014-06-17,91,62.0,5.0,5.0,2.0,1935.0,3.0,7.0,3.0,Mozhajskoe,16861532.79,132349,1,0,9,no,no,142462,20725,82808,28816,13.67890477,0.546334339,0.363996779,11.972006,3.448175757,4.096840898,1.156594707,10900000
9747,9750,2013-08-10,73,44.0,1.0,17.0,1.0,1986.0,3.0,10.0,2.0,Ramenki,18800000.1,125111,5,1,5,no,no,61039,16928,79011,29172,9.572746757,2.764609785,1.5186465519999999,8.914612522999999,0.623565124,0.623565124,0.39144371,12000000
